,Case Number,Month,Year,Country,Activity,Injury
3178,1970.01.23.a,January,1970,MOZAMBIQUE,Swimming,Leg
3179,1970.01.16,January,1970,EGYPT,OTHER,FATAL
3180,1970.01.10,January,1970,MEXICO,Swimming,Leg
3181,1970.01.09.R,January,1970,ENGLAND,OTHER,Leg
3182,1970.01.00,January,1970,PAPUA NEW GUINEA,Diving,Trunk
3183,1970.00.00.h,Unknown,1970,SRI LANKA,Fishing,No injury
3184,1970.00.00.g,Unknown,1970,SPAIN,Fishing,No injury
3185,1970.00.00.f,Unknown,1970,ITALY,Fishing,No injury
3186,1970.00.00.e,Unknown,1970,CROATIA,Fishing,Unknown
3187,1970.00.00.d,Unknown,1970,OTHER,Shore,Arm
3188,1970.00.00.c,Unknown,1970,OTHER,Shore,Leg
3189,1970.00.00.b,Unknown,1970,OTHER,Swimming,Leg
3190,1970.00.00.a,Unknown,1970,OTHER,Fishing,Arm
3191,1969.11.30,November,1969,AUSTRALIA,Swimming,Leg
3192,1969.11.11,November,1969,USA,Diving,Leg
3193,1969.11.05,November,1969,AUSTRALIA,Unknown,OTHER
3194,1969.10.14,October,1969,USA,Diving,No injury
3195,1969.09.06,September,1969,USA,Diving,Leg
3196,1969.08.29,August,1969,USA,Swimming,Leg
3197,1969.08.22,August,1969,USA,Fishing,Leg
3198,1969.08.02,August,1969,USA,Surfing,Leg
3199,1969.08.01,August,1969,USA,Surfing,Leg
3200,1969.08.00,August,1969,OTHER,Unknown,No injury
3201,1969.07.27,July,1969,ENGLAND,Unknown,Arm
3202,1969.07.22,July,1969,USA,Unknown,OTHER
3203,1969.07.20,July,1969,USA,Surfing,Leg
3204,1969.06.27,June,1969,USA,Shore,Unknown
3205,1969.06.12,June,1969,JAMAICA,Diving,No injury
3206,1969.06.00,June,1969,USA,Shore,No injury
3207,1969.05.25,May,1969,USA,Surfing,Leg
3208,1969.05.24,May,1969,USA,Diving,Trunk
3209,1969.05.22,May,1969,OTHER,Surfing,Unknown
3210,1969.05.14,May,1969,AUSTRALIA,Unknown,Unknown
3211,1969.04.22,April,1969,AUSTRALIA,OTHER,No injury
3212,1969.04.19,April,1969,USA,Fishing,Leg
3213,1969.03.25,March,1969,AUSTRALIA,Unknown,Leg
3214,1969.03.09,March,1969,USA,Surfing,Leg
3215,1969.02.17.R,February,1969,AUSTRALIA,Fishing,Arm
3216,1969.02.00,February,1969,AUSTRALIA,Diving,Unknown
3217,1969.01.27,January,1969,AUSTRALIA,Diving,Leg
3218,1969.01.00,January,1969,AUSTRALIA,Unknown,No injury
3219,1969.00.00,Unknown,1969,BAHAMAS,OTHER,No injury
3220,1968.12.29,December,1968,SOUTH AFRICA,Diving,No injury
3221,1968.12.26,December,1968,AUSTRALIA,OTHER,Arm
3222,1968.12.25,December,1968,NEW ZEALAND,Surfing,Arm
3223,1968.12.09,December,1968,AUSTRALIA,Unknown,Unknown
3224,1968.12.02,December,1968,SOUTH AFRICA,Fishing,Arm
3225,1968.12.00,December,1968,SOUTH AFRICA,Unknown,No injury
3226,1968.11.06,November,1968,SOUTH AFRICA,Fishing,Arm
3227,1968.11.02,November,1968,AUSTRALIA,Unknown,Arm
3228,1968.10.29,October,1968,BAHAMAS,Unknown,Leg
3229,1968.10.13,October,1968,USA,Fishing,No injury
3230,1968.10.10,October,1968,PHILIPPINES,Water sports,Unknown
3231,1968.09.22,September,1968,USA,Surfing,Unknown
3232,1968.09.15,September,1968,NEW ZEALAND,Fishing,Leg
3233,1968.08.24,August,1968,USA,Shore,OTHER
3234,1968.08.21,August,1968,USA,Shore,Leg
3235,1968.08.13,August,1968,FRENCH POLYNESIA,Swimming,Arm
3236,1968.08.11,August,1968,OTHER,Swimming,Arm
3237,1968.08.08,August,1968,OTHER,Fishing,No injury
3238,1968.07.27,July,1968,USA,Diving,Trunk
3239,1968.07.23,July,1968,USA,Shore,Leg
3240,1968.07.16,July,1968,USA,Fishing,Leg
3241,1968.07.10,July,1968,BAHAMAS,Swimming,FATAL
3242,1968.07.00,July,1968,MEXICO,Unknown,No injury
3243,1968.06.25,June,1968,BAHAMAS,Fishing,Arm
3244,1968.06.09,June,1968,USA,Fishing,Leg
3245,1968.06.00,June,1968,ENGLAND,Unknown,Arm
3246,1968.05.18,May,1968,OTHER,OTHER,OTHER
3247,1968.05.00,May,1968,PAPUA NEW GUINEA,Shore,Leg
3248,1968.04.29,April,1968,USA,Shore,Leg
3249,1968.04.20,April,1968,USA,Unknown,Leg
3250,1968.04.15,April,1968,AUSTRALIA,Diving,Arm
3251,1968.04.11.R,April,1968,PAPUA NEW GUINEA,Swimming,Trunk
3252,1968.04.07,April,1968,AUSTRALIA,Unknown,Leg
3253,1968.03.25,March,1968,SOUTH AFRICA,Shore,Leg
3254,1968.03.10,March,1968,USA,Surfing,Leg
3255,1968.03.00,March,1968,USA,Swimming,No injury
3256,1968.02.26,February,1968,USA,Surfing,Leg
3257,1968.02.20,February,1968,AUSTRALIA,Swimming,Leg
3258,1968.02.18,February,1968,NEW ZEALAND,OTHER,Arm
3259,1968.02.04,February,1968,AUSTRALIA,Fishing,No injury
3260,1968.02.02,February,1968,AUSTRALIA,Unknown,Unknown
3261,1968.02.00,February,1968,MOZAMBIQUE,Diving,No injury
3262,1968.01.17,January,1968,PAPUA NEW GUINEA,Swimming,FATAL
3263,1968.00.00.c,Unknown,1968,COSTA RICA,Swimming,FATAL
3264,1968.00.00.b,Unknown,1968,USA,Diving,OTHER
3265,1968.00.00.a,Unknown,1968,USA,Surfing,Unknown
3266,1967.12.30,December,1967,SOUTH AFRICA,Surfing,Leg
3267,1967.12.21.R,December,1967,PAPUA NEW GUINEA,Fishing,No injury
3268,1967.12.18,December,1967,FIJI,Unknown,Arm
3269,1967.12.17,December,1967,AUSTRALIA,Swimming,FATAL
3270,1967.12.14,December,1967,USA,Unknown,Arm
3271,1967.11.30.b,November,1967,AUSTRALIA,Diving,OTHER
3272,1967.11.30.a,November,1967,AUSTRALIA,Unknown,Arm
3273,1967.11.15,November,1967,FIJI,Diving,Arm
3274,1967.11.04,November,1967,PHILIPPINES,OTHER,OTHER
3275,1967.11.00,November,1967,SOUTH AFRICA,Unknown,OTHER
3276,1967.10.26.R,October,1967,MEXICO,Swimming,FATAL
3277,1967.10.17,October,1967,USA,Shore,Leg
3278,1967.10.00,October,1967,TONGA,Swimming,Leg
3279,1967.09.20,September,1967,USA,Water sports,FATAL
3280,1967.09.13,September,1967,ITALY,Diving,Leg
3281,1967.09.07.b,September,1967,PAPUA NEW GUINEA,Diving,Unknown
3282,1967.09.07.a,September,1967,USA,Fishing,Unknown
3283,1967.09.06,September,1967,PAPUA NEW GUINEA,Fishing,FATAL
3284,1967.09.01,September,1967,PAPUA NEW GUINEA,Fishing,FATAL
3285,1967.08.27,August,1967,USA,Swimming,Arm
3286,1967.08.26,August,1967,JAPAN,Unknown,FATAL
3287,1967.08.25,August,1967,ITALY,Fishing,Arm
3288,1967.08.19,August,1967,AUSTRALIA,Swimming,FATAL
3289,1967.08.15,August,1967,BERMUDA,Swimming,Leg
3290,1967.08.14.R,August,1967,OTHER,Unknown,Arm
3291,1967.08.10,August,1967,AUSTRALIA,Diving,OTHER
3292,1967.08.07,August,1967,USA,Fishing,Leg
3293,1967.08.00.b,August,1967,BAHAMAS,Swimming,No injury
3294,1967.08.00.a,August,1967,SENEGAL,OTHER,Leg
3295,1967.07.29,July,1967,USA,Diving,Leg
3296,1967.07.05,July,1967,TURKEY,Fishing,FATAL
3297,1967.07.00,July,1967,USA,Surfing,OTHER
3298,1967.06.13,June,1967,USA,Fishing,Leg
3299,1967.06.00,June,1967,ITALY,Fishing,No injury
3300,1967.05.13,May,1967,AUSTRALIA,Unknown,Leg
3301,1967.05.09,May,1967,AUSTRALIA,OTHER,OTHER
3302,1967.04.00,April,1967,UNITED KINGDOM,Fishing,OTHER
3303,1967.03.20,March,1967,NEW ZEALAND,Diving,Leg
3304,1967.03.19,March,1967,SOUTH AFRICA,Fishing,Leg
3305,1967.03.12,March,1967,AUSTRALIA,Fishing,Arm
3306,1967.03.10,March,1967,AUSTRALIA,Swimming,FATAL
3307,1967.03.09,March,1967,NEW ZEALAND,OTHER,FATAL
3308,1967.03.01,March,1967,PAPUA NEW GUINEA,Unknown,Leg
3309,1967.02.06,February,1967,MEXICO,Swimming,FATAL
3310,1967.01.27,January,1967,SOUTH AFRICA,Fishing,OTHER
3311,1967.01.22,January,1967,SOUTH AFRICA,Fishing,No injury
3312,1967.01.21,January,1967,MOZAMBIQUE,Swimming,Leg
3313,1967.01.06,January,1967,AUSTRALIA,Swimming,Leg
3314,1966.12.31,December,1966,AUSTRALIA,Fishing,Arm
3315,1966.12.27.b,December,1966,AUSTRALIA,Fishing,Leg
3316,1966.12.27.a,December,1966,AUSTRALIA,Fishing,Arm
3317,1966.12.26,December,1966,OTHER,Shore,Leg
3318,1966.12.26,December,1966,AUSTRALIA,Fishing,Leg
3319,1966.11.14,November,1966,OTHER,Unknown,Unknown
3320,1966.11.00,November,1966,PAPUA NEW GUINEA,Swimming,FATAL
3321,1966.10.30,October,1966,PAPUA NEW GUINEA,Swimming,FATAL
3322,1966.10.29,October,1966,PAPUA NEW GUINEA,Swimming,FATAL
3323,1966.09.27,September,1966,AUSTRALIA,Diving,Arm
3324,1966.09.19,September,1966,USA,Fishing,Arm
3325,1966.09.18,September,1966,AUSTRALIA,Fishing,No injury
3326,1966.09.13,September,1966,AUSTRALIA,Fishing,Unknown
3327,1966.09.10,September,1966,AUSTRALIA,Fishing,No injury
3328,1966.09.08.b,September,1966,USA,Fishing,Trunk
3329,1966.09.00,September,1966,BAHAMAS,Diving,No injury
3330,1966.08.28,August,1966,AUSTRALIA,Unknown,No injury
3331,1966.08.27.b,August,1966,SOUTH AFRICA,OTHER,No injury
3332,1966.08.27.a,August,1966,BAHAMAS,Diving,Unknown
3333,1966.08.21.b,August,1966,OTHER,Swimming,FATAL
3334,1966.08.21.a,August,1966,OTHER,Swimming,FATAL
3335,1966.08.16,August,1966,CROATIA,Swimming,FATAL
3336,1966.08.14,August,1966,OTHER,Diving,Leg
3337,1966.08.13,August,1966,ITALY,OTHER,Arm
3338,1966.08.00.b,August,1966,USA,Fishing,No injury
3339,1966.08.00.a,August,1966,USA,Shore,No injury
3340,1966.07.31,July,1966,USA,Diving,Leg
3341,1966.07.19,July,1966,USA,Fishing,Arm
3342,1966.07.17.b,July,1966,USA,Fishing,Leg
3343,1966.07.17.a,July,1966,OTHER,Swimming,Leg
3344,1966.07.14,July,1966,PAPUA NEW GUINEA,Swimming,FATAL
3345,1966.07.03,July,1966,USA,Diving,No injury
3346,1966.07.02,July,1966,OTHER,Unknown,No injury
3347,1966.06.22,June,1966,USA,Fishing,Leg
3348,1966.06.11,June,1966,USA,Fishing,Arm
3349,1966.06.04,June,1966,USA,Swimming,Leg
3350,1966.06.02,June,1966,FRENCH POLYNESIA,Fishing,Arm
3351,1966.05.20.c,May,1966,AUSTRALIA,OTHER,FATAL
3352,1966.05.20.b,May,1966,AUSTRALIA,Fishing,Leg
3353,1966.05.20.a,May,1966,AUSTRALIA,OTHER,FATAL
3354,1966.05.16.b,May,1966,USA,Fishing,No injury
3355,1966.05.16.a,May,1966,PHILIPPINES,OTHER,Leg
3356,1966.04.08,April,1966,USA,Swimming,Leg
3357,1966.04.00,April,1966,AUSTRALIA,OTHER,Unknown
3358,1966.03.20,March,1966,AUSTRALIA,Fishing,No injury
3359,1966.03.12,March,1966,OTHER,Swimming,FATAL
3360,1966.02.27,February,1966,AUSTRALIA,Swimming,Leg
3361,1966.01.29,January,1966,SOUTH AFRICA,OTHER,Leg
3362,1966.01.25,January,1966,INDONESIA,OTHER,OTHER
3363,1966.01.22,January,1966,USA,Surfing,Leg
3364,1966.01.15,January,1966,AUSTRALIA,Fishing,Trunk
3365,1966.01.14,January,1966,OTHER,OTHER,Unknown
3366,1966.01.11,January,1966,SOUTH AFRICA,Shore,Leg
3367,1966.01.10,January,1966,AUSTRALIA,Swimming,Leg
3368,1966.01.09,January,1966,SOUTH AFRICA,Surfing,Leg
3369,1966.01.08,January,1966,NEW ZEALAND,Surfing,Leg
3370,1966.01.05,January,1966,USA,Swimming,Leg
3371,1966.00.00,Unknown,1966,USA,Shore,Leg
3372,1965.12.28,December,1965,AUSTRALIA,Swimming,Leg
3373,1965.12.19,December,1965,OTHER,Diving,No injury
3374,1965.12.10,December,1965,AUSTRALIA,Fishing,No injury
3375,1965.11.21.b,November,1965,AUSTRALIA,Fishing,FATAL
3376,1965.11.21.a,November,1965,OTHER,Swimming,Arm
3377,1965.11.03.b,November,1965,PANAMA,OTHER,OTHER
3378,1965.11.03.a,November,1965,AUSTRALIA,Surfing,Leg
3379,1965.10.21,October,1965,OTHER,Water sports,Unknown
3380,1965.10.16.b,October,1965,BAHAMAS,Swimming,Leg
3381,1965.10.16.a,October,1965,BAHAMAS,Swimming,FATAL
3382,1965.10.10,October,1965,OTHER,Fishing,FATAL
3383,1965.10.00,October,1965,PAPUA NEW GUINEA,Shore,Leg
3384,1965.09.21,September,1965,PAPUA NEW GUINEA,Fishing,Leg
3385,1965.09.12,September,1965,PAPUA NEW GUINEA,Fishing,Leg
3386,1965.09.08,September,1965,MEXICO,Unknown,Leg
3387,1965.08.30,August,1965,PHILIPPINES,OTHER,FATAL
3388,1965.08.26,August,1965,USA,Swimming,Leg
3389,1965.07.30,July,1965,BAHAMAS,OTHER,Trunk
3390,1965.07.26,July,1965,MEXICO,Swimming,Leg
3391,1965.07.02.R,July,1965,BERMUDA,Unknown,No injury
3392,1965.06.19,June,1965,USA,Shore,Leg
3393,1965.06.18,June,1965,USA,Diving,No injury
3394,1965.06.09,June,1965,MEXICO,Swimming,Leg
3395,1965.06.00.b,June,1965,PAPUA NEW GUINEA,Fishing,No injury
3396,1965.06.00,June,1965,OTHER,Swimming,FATAL
3397,1965.05.29,May,1965,MEXICO,Swimming,Leg
3398,1965.05.28,May,1965,MEXICO,Swimming,Leg
3399,1965.05.00.c,May,1965,EGYPT,Shore,Leg
3400,1965.05.00.b,May,1965,JAMAICA,Diving,No injury
3401,1965.05.00.a,May,1965,MEXICO,Swimming,Leg
3402,1965.04.29,April,1965,USA,Unknown,Leg
3403,1965.04.25,April,1965,USA,Surfing,FATAL
3404,1965.04.10,April,1965,USA,Fishing,Arm
3405,1965.04.04.b,April,1965,OTHER,Shore,Leg
3406,1965.04.04.a,April,1965,USA,Surfing,Arm
3407,1965.03.23,March,1965,USA,OTHER,OTHER
3408,1965.03.14,March,1965,USA,Diving,Unknown
3409,1965.02.14,February,1965,SOUTH AFRICA,Swimming,Leg
3410,1965.02.04,February,1965,USA,Diving,Leg
3411,1965.01.25,January,1965,USA,Water sports,Trunk
3412,1965.01.23,January,1965,SOUTH AFRICA,Water sports,No injury
3413,1965.01.16,January,1965,SOUTH AFRICA,Surfing,Leg
3414,1965.01.10,January,1965,AUSTRALIA,Swimming,Leg
3415,1965.01.09,January,1965,NEW GUINEA,Diving,FATAL
3416,1965.00.00.g,Unknown,1965,USA,Swimming,Leg
3417,1965.00.00.f,Unknown,1965,USA,Surfing,Leg
3418,1965.00.00.e,Unknown,1965,USA,OTHER,No injury
3419,1965.00.00.d,Unknown,1965,OTHER,Swimming,Leg
3420,1965.00.00.c,Unknown,1965,EGYPT,Swimming,Leg
3421,1965.00.00.b,Unknown,1965,VANUATU,Unknown,Leg
3422,1965.00.00.a,Unknown,1965,SOUTH AFRICA,Swimming,Unknown
3423,1964.12.25,December,1964,SOUTH AFRICA,Swimming,Leg
3424,1964.12.10.b,December,1964,PAPUA NEW GUINEA,Unknown,Leg
3425,1964.12.10.a,December,1964,AUSTRALIA,Fishing,No injury
3426,1964.12.09,December,1964,PAPUA NEW GUINEA,Swimming,Unknown
3427,1964.12.06,December,1964,OTHER,Swimming,FATAL
3428,1964.11.29,November,1964,AUSTRALIA,Diving,Leg
3429,1964.11.18,November,1964,AUSTRALIA,Swimming,FATAL
3430,1964.11.13,November,1964,AUSTRALIA,Swimming,OTHER
3431,1964.11.05,November,1964,USA,Fishing,No injury
3432,1964.10.31,October,1964,SOUTH AFRICA,Surfing,Leg
3433,1964.10.25,October,1964,USA,Water sports,No injury
3434,1964.10.04,October,1964,AUSTRALIA,Surfing,Leg
3435,1964.09.27,September,1964,OTHER,Fishing,FATAL
3436,1964.09.20,September,1964,OTHER,Swimming,FATAL
3437,1964.09.07,September,1964,OTHER,Swimming,Leg
3438,1964.08.26,August,1964,USA,Swimming,Leg
3439,1964.08.23,August,1964,MEXICO,Swimming,Leg
3440,1964.08.22,August,1964,USA,Fishing,No injury
3441,1964.08.21,August,1964,USA,Swimming,No injury
3442,1964.08.08,August,1964,USA,Fishing,No injury
3443,1964.08.03,August,1964,JAPAN,Swimming,Leg
3444,1964.08.00,August,1964,PANAMA,Fishing,Leg
3445,1964.07.27,July,1964,USA,Unknown,Arm
3446,1964.07.16,July,1964,SOUTH AFRICA,OTHER,No injury
3447,1964.07.15,July,1964,USA,OTHER,No injury
3448,1964.07.08.b,July,1964,SOUTH AFRICA,Fishing,FATAL
3449,1964.07.08.a,July,1964,USA,OTHER,No injury
3450,1964.07.00.b,July,1964,PAPUA NEW GUINEA,Fishing,Leg
3451,1964.07.00.a,July,1964,PAPUA NEW GUINEA,Water sports,No injury
3452,1964.06.29.a,June,1964,BERMUDA,OTHER,OTHER
3453,1964.06.28,June,1964,USA,Swimming,FATAL
3454,1964.06.24,June,1964,USA,Fishing,No injury
3455,1964.06.17,June,1964,PAPUA NEW GUINEA,Fishing,No injury
3456,1964.06.23,June,1964,FIJI,Fishing,Trunk
3457,1964.06.02,June,1964,SOUTH AFRICA,Swimming,Leg
3458,1964.05.30,May,1964,PANAMA,Shore,No injury
3459,1964.05.08,May,1964,FIJI,Fishing,Trunk
3460,1964.05.00,May,1964,PANAMA,Diving,Trunk
3461,1964.04.07,April,1964,PAPUA NEW GUINEA,Fishing,FATAL
3462,1964.03.28.b,March,1964,AUSTRALIA,Surfing,Leg
3463,1964.03.28.a,March,1964,PAPUA NEW GUINEA,Water sports,FATAL
3464,1964.03.05,March,1964,USA,Diving,Trunk
3465,1964.03.00,March,1964,SENEGAL,Diving,Leg
3466,1964.02.17.R,February,1964,FIJI,Fishing,OTHER
3467,1964.02.14.b,February,1964,NEW CALEDONIA,Diving,Leg
3468,1964.02.14.a,February,1964,FIJI,Fishing,Leg
3469,1964.02.11,February,1964,NEW ZEALAND,Diving,Arm
3470,1964.02.10,February,1964,NEW ZEALAND,Fishing,No injury
3471,1964.02.08,February,1964,SOUTH AFRICA,Water sports,Leg
3472,1964.02.05.b,February,1964,NEW ZEALAND,Swimming,Leg
3473,1964.02.05.a,February,1964,NEW ZEALAND,Swimming,Leg
3474,1964.02.02,February,1964,AUSTRALIA,Swimming,FATAL
3475,1964.02.01,February,1964,NEW ZEALAND,Water sports,No injury
3476,1964.02.00.b,February,1964,USA,Swimming,No injury
3477,1964.02.00.a,February,1964,COSTA RICA,Swimming,Leg
3478,1964.01.27,January,1964,FIJI,Fishing,FATAL
3479,1964.01.23,January,1964,SOUTH AFRICA,Surfing,Leg
3480,1964.01.22,January,1964,SOUTH AFRICA,Shore,Leg
3481,1964.01.21,January,1964,SOUTH AFRICA,OTHER,No injury
3482,1964.01.18,January,1964,AUSTRALIA,Diving,Arm
3483,1964.01.11,January,1964,USA,Surfing,Leg
3484,1964.01.06.R,January,1964,PAPUA NEW GUINEA,Fishing,FATAL
3485,1964.01.04,January,1964,FIJI,Swimming,Leg
3486,1964.01.01.b,January,1964,AUSTRALIA,Unknown,Unknown
3487,1964.01.01.a,January,1964,SOUTH AFRICA,Diving,Arm
3488,1964.01.00,January,1964,NEW ZEALAND,Diving,No injury
3489,1963.12.29,December,1963,SOUTH AFRICA,Shore,Leg
3490,1963.12.26.b,December,1963,SOUTH AFRICA,Swimming,Leg
3491,1963.12.26.a,December,1963,AUSTRALIA,Shore,Arm
3492,1963.12.25,December,1963,SOUTH AFRICA,Swimming,Leg
3493,1963.12.22.b,December,1963,ATLANTIC OCEAN,OTHER,FATAL
3494,1963.12.22.a,December,1963,SOUTH AFRICA,OTHER,Leg
3495,1963.12.21,December,1963,AUSTRALIA,Fishing,Arm
3496,1963.12.20.b,December,1963,SOUTH AFRICA,Fishing,Leg
3497,1963.12.20.a,December,1963,SOUTH AFRICA,Surfing,Leg
3498,1963.12.08,December,1963,AUSTRALIA,Fishing,Arm
3499,1963.12.04.R,December,1963,OTHER,Fishing,Leg
3500,1963.11.30.b,November,1963,NEW ZEALAND,Swimming,Leg
3501,1963.11.30.a,November,1963,PAPUA NEW GUINEA,Swimming,Arm
3502,1963.11.28,November,1963,FIJI,Fishing,Arm
3503,1963.11.25,November,1963,FIJI,Fishing,Leg
3504,1963.11.16.R,November,1963,ITALY,Fishing,No injury
3505,1963.11.14,November,1963,AUSTRALIA,OTHER,No injury
3506,1963.11.12,November,1963,USA,OTHER,No injury
3507,1963.11.05.R,November,1963,PAPUA NEW GUINEA,Shore,Leg
3508,1963.11.04,November,1963,OTHER,Fishing,Leg
3509,1963.10.16,October,1963,USA,Surfing,Leg
3510,1963.10.15,October,1963,OTHER,Fishing,Arm
3511,1963.09.29,September,1963,OTHER,Fishing,FATAL
3512,1963.09.26,September,1963,USA,Fishing,OTHER
3513,1963.09.22,September,1963,SOLOMON ISLANDS,Fishing,Leg
3514,1963.09.13,September,1963,AUSTRALIA,Surfing,Trunk
3515,1963.09.10,September,1963,USA,Fishing,Arm
3516,1963.08.00,August,1963,OTHER,Swimming,FATAL
3517,1963.07.28,July,1963,OTHER,Fishing,Arm
3518,1963.07.15,July,1963,USA,Swimming,Arm
3519,1963.07.11,July,1963,USA,Fishing,Arm
3520,1963.07.10.R,July,1963,JAMAICA,Fishing,Unknown
3521,1963.07.00,July,1963,PANAMA,Swimming,Leg
3522,1963.06.01.b,June,1963,GREECE,Swimming,FATAL
3523,1963.06.01.a,June,1963,PAPUA NEW GUINEA,Fishing,Leg
3524,1963.05.18,May,1963,USA,Swimming,Leg
3525,1963.05.14,May,1963,PHILIPPINES,Water sports,FATAL
3526,1963.04.22,April,1963,AUSTRALIA,Fishing,Leg
3527,1963.04.20,April,1963,USA,Swimming,Leg
3528,1963.04.17,April,1963,SOUTH AFRICA,Swimming,Trunk
3529,1963.04.13,April,1963,AUSTRALIA,Surfing,Arm
3530,1963.04.12,April,1963,USA,Surfing,Leg
3531,1963.04.08,April,1963,USA,Shore,FATAL
3532,1963.03.30,March,1963,SOLOMON ISLANDS,OTHER,FATAL
3533,1963.02.27,February,1963,PAPUA NEW GUINEA,Swimming,Arm
3534,1963.02.24,February,1963,AUSTRALIA,Fishing,Leg
3535,1963.02.08,February,1963,FIJI,Fishing,Arm
3536,1963.02.06,February,1963,OTHER,Unknown,Arm
3537,1963.02.04,February,1963,USA,Water sports,OTHER
3538,1963.01.30,January,1963,FIJI,Diving,Arm
3539,1963.01.28,January,1963,AUSTRALIA,Shore,Leg
3540,1963.01.26,January,1963,AUSTRALIA,Swimming,OTHER
3541,1963.01.22,January,1963,SOUTH AFRICA,Fishing,No injury
3542,1963.01.14,January,1963,NEW ZEALAND,Fishing,Arm
3543,1963.01.12,January,1963,SOUTH AFRICA,Fishing,Leg
3544,1963.01.11,January,1963,SOUTH AFRICA,Fishing,Arm
3545,1963.01.06,January,1963,SOUTH AFRICA,Fishing,Arm
3546,1963.01.04,January,1963,AUSTRALIA,Fishing,No injury
3547,1963.01.00,January,1963,MOZAMBIQUE,Unknown,No injury
3548,1963.00.00.b,Unknown,1963,FIJI,Unknown,Unknown
3549,1963.00.00.a,Unknown,1963,OTHER,Fishing,FATAL
3550,1962.12.30,December,1962,SOUTH AFRICA,Diving,No injury
3551,1962.12.09,December,1962,AUSTRALIA,Fishing,Leg
3552,1962.12.00,December,1962,SOUTH AFRICA,Fishing,No injury
3553,1962.11.29,November,1962,AUSTRALIA,Fishing,No injury
3554,1962.11.25,November,1962,AUSTRALIA,Unknown,Leg
3555,1962.11.11,November,1962,USA,Surfing,Leg
3556,1962.11.10,November,1962,AUSTRALIA,Fishing,No injury
3557,1962.11.00,November,1962,OTHER,OTHER,No injury
3558,1962.10.28,October,1962,SOUTH AFRICA,Fishing,Arm
3559,1962.10.25,October,1962,MEXICO,Shore,Leg
3560,1962.10.15,October,1962,OTHER,Unknown,No injury
3561,1962.10.14,October,1962,AUSTRALIA,OTHER,No injury
3562,1962.10.06,October,1962,USA,Fishing,FATAL
3563,1962.10.00,October,1962,PANAMA,Shore,FATAL
3564,1962.09.30,September,1962,OTHER,Fishing,Leg
3565,1962.09.22,September,1962,MEXICO,Swimming,Arm
3566,1962.09.13,September,1962,SOUTH ATLANTIC OCEAN,Diving,Trunk
3567,1962.09.02,September,1962,ITALY,Fishing,Leg
3568,1962.08.31.R,August,1962,OTHER,Fishing,Unknown
3569,"1962,08.30.b",August,1962,TURKEY,Unknown,No injury
3570,1962.08.30.a,August,1962,PAPUA NEW GUINEA,Fishing,Leg
3571,1962.08.29,August,1962,USA,Diving,Arm
3572,1962.08.26,August,1962,USA,Unknown,No injury
3573,1962.08.23,August,1962,SOUTH AFRICA,Fishing,No injury
3574,1962.08.19,August,1962,USA,Surfing,Leg
3575,1962.08.12,August,1962,USA,Shore,Leg
3576,1962.08.01,August,1962,PAPUA NEW GUINEA,Fishing,Leg
3577,1962.08.00.b,August,1962,ITALY,Diving,No injury
3578,1962.08.00.a,August,1962,SENEGAL,OTHER,Leg
3579,1962.07.28,July,1962,USA,Shore,Leg
3580,1962.07.20,July,1962,OTHER,OTHER,Leg
3581,1962.07.19,July,1962,USA,Fishing,Arm
3582,1962.07.10,July,1962,USA,Surfing,Arm
3583,1962.07.07,July,1962,USA,Diving,Arm
3584,1962.07.03.R,July,1962,GREECE,Unknown,No injury
3585,1962.06.25,June,1962,USA,OTHER,FATAL
3586,1962.06.21,June,1962,SOUTH AFRICA,Fishing,No injury
3587,1962.06.17,June,1962,USA,OTHER,Leg
3588,1962.06.11.b,June,1962,USA,OTHER,Leg
3589,1962.06.11.b,June,1962,USA,OTHER,FATAL
3590,1962.06.11.a,June,1962,USA,OTHER,FATAL
3591,1962.06.10.b,June,1962,PAPUA NEW GUINEA,Shore,Leg
3592,1962.06.10.a,June,1962,USA,Shore,Leg
3593,1962.06.07,June,1962,AUSTRALIA,Fishing,No injury
3594,1962.06.04,June,1962,USA,Diving,Arm
3595,1962.06.03,June,1962,USA,Diving,Leg
3596,1962.05.29,May,1962,USA,Unknown,Leg
3597,1962.05.12,May,1962,USA,OTHER,OTHER
3598,1962.05.00.R,May,1962,FIJI,Fishing,No injury
3599,1962.04.20,April,1962,AUSTRALIA,Fishing,No injury
3600,1962.04.09,April,1962,MOZAMBIQUE,Swimming,Leg
3601,1962.04.07,April,1962,SOUTH AFRICA,Shore,Leg
3602,1962.04.05,April,1962,SOUTH AFRICA,Fishing,OTHER
3603,1962.03.25.b,March,1962,NEW ZEALAND,Unknown,Leg
3604,1962.03.25.a,March,1962,AUSTRALIA,Fishing,No injury
3605,1962.03.24,March,1962,PAPUA NEW GUINEA,Swimming,Leg
3606,1962.02.23,February,1962,PAPUA NEW GUINEA,Swimming,Trunk
3607,1962.02.18,February,1962,NEW ZEALAND,Swimming,Leg
3608,1962.02.15,February,1962,AUSTRALIA,Fishing,Arm
3609,1962.02.07,February,1962,SOUTH AFRICA,Swimming,Leg
3610,1962.02.05,February,1962,SOUTH AFRICA,Swimming,Leg
3611,1962.02.04,February,1962,AUSTRALIA,Swimming,Leg
3612,1962.02.02,February,1962,NEW ZEALAND,Fishing,Unknown
3613,1962.02.00,February,1962,SOLOMON ISLANDS,Swimming,Leg
